run_id,job_name,run_timestamp,status,duration_minutes,rows_processed,error_message
inventory_sync_20260724_1547,inventory_sync,2026-07-24 15:47:00,SUCCESS,16.1,5052,
product_catalog_refresh_20260724_0732,product_catalog_refresh,2026-07-24 07:32:00,SUCCESS,18.3,369926,
clickstream_dedupe_20260724_2302,clickstream_dedupe,2026-07-24 23:02:00,WARNING,5.1,452812,Job completed but ran 2.5x longer than usual
product_catalog_refresh_20260724_1036,product_catalog_refresh,2026-07-24 10:36:00,SUCCESS,41.6,452993,
product_catalog_refresh_20260724_0907,product_catalog_refresh,2026-07-24 09:07:00,FAILED,32.5,219991,Upstream table 'raw_events' was empty at run time
product_catalog_refresh_20260724_1929,product_catalog_refresh,2026-07-24 19:29:00,SUCCESS,9.4,497822,
marketing_attribution_load_20260724_1337,marketing_attribution_load,2026-07-24 13:37:00,SUCCESS,38.3,128567,
product_catalog_refresh_20260724_2321,product_catalog_refresh,2026-07-24 23:21:00,FAILED,19.0,163673,Connection timeout to source database after 30s
user_events_etl_20260724_0333,user_events_etl,2026-07-24 03:33:00,SUCCESS,5.3,332992,
clickstream_dedupe_20260724_2052,clickstream_dedupe,2026-07-24 20:52:00,SUCCESS,17.1,430364,
inventory_sync_20260725_0538,inventory_sync,2026-07-25 05:38:00,SUCCESS,8.3,104427,
inventory_sync_20260725_2031,inventory_sync,2026-07-25 20:31:00,WARNING,9.6,406194,Row count 15% lower than 7-day average
shipment_tracking_sync_20260725_1841,shipment_tracking_sync,2026-07-25 18:41:00,FAILED,21.3,485522,Authentication failed for service principal
warehouse_stock_snapshot_20260725_1528,warehouse_stock_snapshot,2026-07-25 15:28:00,SUCCESS,8.5,36801,
finance_reconciliation_20260725_0929,finance_reconciliation,2026-07-25 09:29:00,SUCCESS,17.1,39897,
shipment_tracking_sync_20260725_0241,shipment_tracking_sync,2026-07-25 02:41:00,SUCCESS,17.9,151511,
daily_sales_aggregate_20260725_1835,daily_sales_aggregate,2026-07-25 18:35:00,FAILED,23.8,243594,Authentication failed for service principal
customer_orders_ingest_20260725_1930,customer_orders_ingest,2026-07-25 19:30:00,FAILED,30.0,169572,Authentication failed for service principal
clickstream_dedupe_20260725_1045,clickstream_dedupe,2026-07-25 10:45:00,SUCCESS,21.4,426180,
daily_sales_aggregate_20260725_2228,daily_sales_aggregate,2026-07-25 22:28:00,FAILED,9.4,130889,Duplicate primary key violation on merge
shipment_tracking_sync_20260726_1158,shipment_tracking_sync,2026-07-26 11:58:00,FAILED,28.2,191787,Authentication failed for service principal
finance_reconciliation_20260726_1903,finance_reconciliation,2026-07-26 19:03:00,FAILED,35.3,356937,Upstream table 'raw_events' was empty at run time
marketing_attribution_load_20260726_1218,marketing_attribution_load,2026-07-26 12:18:00,SUCCESS,6.1,356666,
finance_reconciliation_20260726_2109,finance_reconciliation,2026-07-26 21:09:00,WARNING,16.3,306523,3 records skipped due to null values in required field
marketing_attribution_load_20260726_0219,marketing_attribution_load,2026-07-26 02:19:00,SUCCESS,7.5,372633,
clickstream_dedupe_20260726_0442,clickstream_dedupe,2026-07-26 04:42:00,FAILED,36.0,427343,Duplicate primary key violation on merge
clickstream_dedupe_20260726_1119,clickstream_dedupe,2026-07-26 11:19:00,SUCCESS,23.9,10558,
inventory_sync_20260726_0614,inventory_sync,2026-07-26 06:14:00,SUCCESS,42.7,255946,
inventory_sync_20260726_0332,inventory_sync,2026-07-26 03:32:00,SUCCESS,14.7,414201,
clickstream_dedupe_20260726_1908,clickstream_dedupe,2026-07-26 19:08:00,WARNING,30.5,460482,Row count 15% lower than 7-day average
warehouse_stock_snapshot_20260727_2249,warehouse_stock_snapshot,2026-07-27 22:49:00,FAILED,9.0,436864,Schema mismatch: expected column 'order_id' not found
warehouse_stock_snapshot_20260727_2146,warehouse_stock_snapshot,2026-07-27 21:46:00,SUCCESS,3.9,191997,
user_events_etl_20260727_1414,user_events_etl,2026-07-27 14:14:00,FAILED,14.3,393448,Authentication failed for service principal
clickstream_dedupe_20260727_1557,clickstream_dedupe,2026-07-27 15:57:00,SUCCESS,43.5,412235,
user_events_etl_20260727_1232,user_events_etl,2026-07-27 12:32:00,SUCCESS,21.9,148729,
clickstream_dedupe_20260727_1908,clickstream_dedupe,2026-07-27 19:08:00,FAILED,37.1,421090,Schema mismatch: expected column 'order_id' not found
finance_reconciliation_20260727_0345,finance_reconciliation,2026-07-27 03:45:00,SUCCESS,39.6,291739,
clickstream_dedupe_20260727_0828,clickstream_dedupe,2026-07-27 08:28:00,SUCCESS,5.6,85049,
clickstream_dedupe_20260727_0752,clickstream_dedupe,2026-07-27 07:52:00,SUCCESS,5.9,478366,
shipment_tracking_sync_20260727_1623,shipment_tracking_sync,2026-07-27 16:23:00,SUCCESS,19.8,208856,
user_events_etl_20260728_1059,user_events_etl,2026-07-28 10:59:00,FAILED,18.1,15778,Connection timeout to source database after 30s
daily_sales_aggregate_20260728_0118,daily_sales_aggregate,2026-07-28 01:18:00,WARNING,36.0,73141,Job completed but ran 2.5x longer than usual
shipment_tracking_sync_20260728_1439,shipment_tracking_sync,2026-07-28 14:39:00,WARNING,34.6,246948,3 records skipped due to null values in required field
customer_orders_ingest_20260728_0435,customer_orders_ingest,2026-07-28 04:35:00,SUCCESS,13.0,438761,
warehouse_stock_snapshot_20260728_0719,warehouse_stock_snapshot,2026-07-28 07:19:00,FAILED,6.8,152048,Upstream table 'raw_events' was empty at run time
daily_sales_aggregate_20260728_1929,daily_sales_aggregate,2026-07-28 19:29:00,SUCCESS,20.1,417231,
daily_sales_aggregate_20260728_2032,daily_sales_aggregate,2026-07-28 20:32:00,SUCCESS,27.7,9616,
warehouse_stock_snapshot_20260728_1922,warehouse_stock_snapshot,2026-07-28 19:22:00,SUCCESS,14.5,1820,
user_events_etl_20260728_0233,user_events_etl,2026-07-28 02:33:00,FAILED,10.1,351337,Upstream table 'raw_events' was empty at run time
marketing_attribution_load_20260728_0140,marketing_attribution_load,2026-07-28 01:40:00,SUCCESS,18.8,247486,
product_catalog_refresh_20260729_0222,product_catalog_refresh,2026-07-29 02:22:00,SUCCESS,34.1,188220,
user_events_etl_20260729_1008,user_events_etl,2026-07-29 10:08:00,WARNING,35.2,386449,Row count 15% lower than 7-day average
customer_orders_ingest_20260729_2129,customer_orders_ingest,2026-07-29 21:29:00,SUCCESS,37.0,92797,
shipment_tracking_sync_20260729_2249,shipment_tracking_sync,2026-07-29 22:49:00,WARNING,36.9,34082,3 records skipped due to null values in required field
shipment_tracking_sync_20260729_0656,shipment_tracking_sync,2026-07-29 06:56:00,SUCCESS,10.7,415769,
customer_orders_ingest_20260729_1730,customer_orders_ingest,2026-07-29 17:30:00,SUCCESS,24.2,428507,
finance_reconciliation_20260729_0155,finance_reconciliation,2026-07-29 01:55:00,SUCCESS,14.3,453008,
marketing_attribution_load_20260729_1247,marketing_attribution_load,2026-07-29 12:47:00,SUCCESS,36.4,230088,
shipment_tracking_sync_20260729_2231,shipment_tracking_sync,2026-07-29 22:31:00,FAILED,43.9,261153,Out of memory error during shuffle stage
marketing_attribution_load_20260729_1305,marketing_attribution_load,2026-07-29 13:05:00,FAILED,36.4,382200,Out of memory error during shuffle stage
product_catalog_refresh_20260730_0305,product_catalog_refresh,2026-07-30 03:05:00,FAILED,25.5,169407,Schema mismatch: expected column 'order_id' not found
marketing_attribution_load_20260730_2227,marketing_attribution_load,2026-07-30 22:27:00,WARNING,15.2,316947,Job completed but ran 2.5x longer than usual
inventory_sync_20260730_2355,inventory_sync,2026-07-30 23:55:00,WARNING,17.1,23206,Partition skew detected on 'region' column
marketing_attribution_load_20260730_0104,marketing_attribution_load,2026-07-30 01:04:00,FAILED,13.8,415962,Upstream table 'raw_events' was empty at run time
product_catalog_refresh_20260730_1943,product_catalog_refresh,2026-07-30 19:43:00,SUCCESS,43.0,75857,
shipment_tracking_sync_20260730_2023,shipment_tracking_sync,2026-07-30 20:23:00,SUCCESS,4.9,409166,
marketing_attribution_load_20260730_2128,marketing_attribution_load,2026-07-30 21:28:00,FAILED,3.4,81445,Authentication failed for service principal
marketing_attribution_load_20260730_0433,marketing_attribution_load,2026-07-30 04:33:00,SUCCESS,34.8,301900,
marketing_attribution_load_20260730_0301,marketing_attribution_load,2026-07-30 03:01:00,FAILED,29.9,131868,Out of memory error during shuffle stage
inventory_sync_20260730_0316,inventory_sync,2026-07-30 03:16:00,FAILED,18.6,295478,Authentication failed for service principal
